first_name,last_name,email,phone_number,address,job_title,department,salary,password
Cynthia,Hartman,cynthia.hartman@email.com,+1-945-474-5656x9194,"1376 Brooks Common
Lake James, WY 39093",HR Manager,HR,112912.78,nQD45Ta0PIkJ
Brandon,Alexander,brandon.alexander@email.com,(232)773-6730,"USNV Mclaughlin
FPO AA 65346",Data Analyst,IT,102891.39,1jUXg58F0uj2
Eddie,Patrick,eddie.patrick@email.com,309-363-6344,"3890 Davidson Wall Suite 367
East Michael, NC 00503",HR Manager,HR,51440.57,6JrwIM5iShpm
David,Allen,david.allen@email.com,569.720.0329x109,"41154 Jamie Corner
Obrienville, AL 99742",HR Manager,HR,81058.93,6GncKohDLbJu
Brandon,Ramirez,brandon.ramirez@email.com,001-221-896-0462,"771 Hawkins Alley Apt. 949
West Jamesmouth, LA 07417",Talent Acquisition Specialist,HR,91349.39,P1AZJjFI79tT
Carlos,Day,carlos.day@email.com,(276)330-5985x89958,"13898 Green Groves Suite 570
Terriburgh, IA 23833",SEO Specialist,Marketing,60065.42,T0SC4vxdWNYx
Dana,Mccarty,dana.mccarty@email.com,285-264-3098,"9092 Crane Shoal
Jamesside, FL 78599",Content Strategist,Marketing,99419.47,K7kG8mUlZfHx
Joan,Jones,joan.jones@email.com,+1-881-300-5452x6192,"364 Jessica Mountain
Francesside, NH 05937",Marketing Specialist,Marketing,61030.36,xalFt0xGVJYW
Valerie,Fry,valerie.fry@email.com,208.538.6863x53313,"Unit 3610 Box 2579
DPO AP 88743",Account Executive,Sales,104841.73,6624e83gbrPm
Scott,Buckley,scott.buckley@email.com,001-354-505-8432,"811 Williamson Crest Suite 014
New Joshua, VT 18066",Sales Manager,Sales,59236.09,tUr7mCJWOHXD
Alec,Smith,alec.smith@email.com,956-548-9982,"1630 Mcneil Bypass
Ericport, NM 11960",DevOps Engineer,IT,63496.45,16wuokKRgD3y
James,Guzman,james.guzman@email.com,(249)857-1514x5918,"9508 Janet Place
Nelsonstad, IN 20422",Talent Acquisition Specialist,HR,70698.99,jNF6MbjzhZFr
